ADM0_CODE,Animal_short,HerdType_short,mms_all,mmspasture,ipcc_method
113,CML,,0.26,0.19,2019
113,CHK,LAY,0.39,0.19,2019
113,CHK,BRL,0.36,0.19,2019
132,CTL,DRY,0.24,0.19,2019
132,CTL,,0.17,0.19,2019
132,BFL,,0.1,0.19,2019
132,PGS,,0.45,0.19,2019
132,SHP,,0.19,0.19,2019
132,GTS,,0.18,0.19,2019
132,CML,,0.26,0.19,2019
132,CHK,LAY,0.39,0.19,2019
132,CHK,BRL,0.36,0.19,2019
138,CTL,DRY,0.24,0.19,2019
138,CTL,,0.17,0.19,2019
138,BFL,,0.1,0.19,2019
138,PGS,,0.45,0.19,2019
138,SHP,,0.19,0.19,2019
138,GTS,,0.18,0.19,2019
138,CML,,0.26,0.19,2019
138,CHK,LAY,0.39,0.19,2019
138,CHK,BRL,0.36,0.19,2019
165,CTL,DRY,0.24,0.19,2019
165,CTL,,0.17,0.19,2019
165,BFL,,0.1,0.19,2019
165,PGS,,0.45,0.19,2019
165,SHP,,0.19,0.19,2019
165,GTS,,0.18,0.19,2019
165,CML,,0.26,0.19,2019
165,CHK,LAY,0.39,0.19,2019
165,CHK,BRL,0.36,0.19,2019
198,CTL,DRY,0.24,0.19,2019
198,CTL,,0.17,0.19,2019
198,BFL,,0.1,0.19,2019
198,PGS,,0.45,0.19,2019
198,SHP,,0.19,0.19,2019
198,GTS,,0.18,0.19,2019
198,CML,,0.26,0.19,2019
198,CHK,LAY,0.39,0.19,2019
198,CHK,BRL,0.36,0.19,2019
203,CTL,DRY,0.24,0.19,2019
203,CTL,,0.17,0.19,2019
203,BFL,,0.1,0.19,2019
203,PGS,,0.45,0.19,2019
203,SHP,,0.19,0.19,2019
203,GTS,,0.18,0.19,2019
203,CML,,0.26,0.19,2019
203,CHK,LAY,0.39,0.19,2019
203,CHK,BRL,0.36,0.19,2019
223,CTL,DRY,0.24,0.19,2019
223,CTL,,0.17,0.19,2019
223,BFL,,0.1,0.19,2019
223,PGS,,0.45,0.19,2019
223,SHP,,0.19,0.19,2019
223,GTS,,0.18,0.19,2019
223,CML,,0.26,0.19,2019
223,CHK,LAY,0.39,0.19,2019
223,CHK,BRL,0.36,0.19,2019
239,CTL,DRY,0.24,0.19,2019
239,CTL,,0.17,0.19,2019
239,BFL,,0.1,0.19,2019
239,PGS,,0.45,0.19,2019
239,SHP,,0.19,0.19,2019
239,GTS,,0.18,0.19,2019
239,CML,,0.26,0.19,2019
239,CHK,LAY,0.39,0.19,2019
239,CHK,BRL,0.36,0.19,2019
249,CTL,DRY,0.24,0.19,2019
249,CTL,,0.17,0.19,2019
249,BFL,,0.1,0.19,2019
249,PGS,,0.45,0.19,2019
249,SHP,,0.19,0.19,2019
249,GTS,,0.18,0.19,2019
249,CML,,0.26,0.19,2019
249,CHK,LAY,0.39,0.19,2019
249,CHK,BRL,0.36,0.19,2019
250,CTL,DRY,0.24,0.19,2019
250,CTL,,0.17,0.19,2019
250,BFL,,0.1,0.19,2019
250,PGS,,0.45,0.19,2019
250,SHP,,0.19,0.19,2019
250,GTS,,0.18,0.19,2019
250,CML,,0.26,0.19,2019
250,CHK,LAY,0.39,0.19,2019
250,CHK,BRL,0.36,0.19,2019
254,CTL,DRY,0.24,0.19,2019
254,CTL,,0.17,0.19,2019
254,BFL,,0.1,0.19,2019
254,PGS,,0.45,0.19,2019
254,SHP,,0.19,0.19,2019
254,GTS,,0.18,0.19,2019
254,CML,,0.26,0.19,2019
254,CHK,LAY,0.39,0.19,2019
254,CHK,BRL,0.36,0.19,2019
261,CTL,DRY,0.24,0.19,2019
261,CTL,,0.17,0.19,2019
261,BFL,,0.1,0.19,2019
261,PGS,,0.45,0.19,2019
261,SHP,,0.19,0.19,2019
261,GTS,,0.18,0.19,2019
261,CML,,0.26,0.19,2019
261,CHK,LAY,0.39,0.19,2019
261,CHK,BRL,0.36,0.19,2019
204,CTL,DRY,0.24,0.19,2019
204,CTL,,0.17,0.19,2019
204,BFL,,0.1,0.19,2019
204,PGS,,0.45,0.19,2019
204,SHP,,0.19,0.19,2019
204,GTS,,0.18,0.19,2019
204,CML,,0.26,0.19,2019
204,CHK,LAY,0.39,0.19,2019
204,CHK,BRL,0.36,0.19,2019
1,CTL,DRY,0.13,0.19,2019
1,CTL,,0.1,0.19,2019
1,BFL,,0.1,0.19,2019
1,PGS,,0.29,0.19,2019
1,SHP,,0.13,0.19,2019
1,GTS,,0.13,0.19,2019
1,CML,,0.21,0.19,2019
1,CHK,LAY,0.39,0.19,2019
1,CHK,BRL,0.36,0.19,2019
23,CTL,DRY,0.13,0.19,2019
23,CTL,,0.1,0.19,2019
23,BFL,,0.1,0.19,2019
23,PGS,,0.29,0.19,2019
23,SHP,,0.13,0.19,2019
23,GTS,,0.13,0.19,2019
23,CML,,0.21,0.19,2019
23,CHK,LAY,0.39,0.19,2019
23,CHK,BRL,0.36,0.19,2019
31,CTL,DRY,0.13,0.19,2019
31,CTL,,0.1,0.19,2019
31,BFL,,0.1,0.19,2019
31,PGS,,0.29,0.19,2019
31,SHP,,0.13,0.19,2019
31,GTS,,0.13,0.19,2019
31,CML,,0.21,0.19,2019
31,CHK,LAY,0.39,0.19,2019
31,CHK,BRL,0.36,0.19,2019
115,CTL,DRY,0.13,0.19,2019
115,CTL,,0.1,0.19,2019
115,BFL,,0.1,0.19,2019
115,PGS,,0.29,0.19,2019
115,SHP,,0.13,0.19,2019
115,GTS,,0.13,0.19,2019
115,CML,,0.21,0.19,2019
115,CHK,LAY,0.39,0.19,2019
115,CHK,BRL,0.36,0.19,2019
154,CTL,DRY,0.13,0.19,2019
154,CTL,,0.1,0.19,2019
154,BFL,,0.1,0.19,2019
154,PGS,,0.29,0.19,2019
154,SHP,,0.13,0.19,2019
154,GTS,,0.13,0.19,2019
154,CML,,0.21,0.19,2019
154,CHK,LAY,0.39,0.19,2019
154,CHK,BRL,0.36,0.19,2019
175,CTL,DRY,0.13,0.19,2019
175,CTL,,0.1,0.19,2019
175,BFL,,0.1,0.19,2019
175,PGS,,0.29,0.19,2019
175,SHP,,0.13,0.19,2019
175,GTS,,0.13,0.19,2019
175,CML,,0.21,0.19,2019
175,CHK,LAY,0.39,0.19,2019
175,CHK,BRL,0.36,0.19,2019
188,CTL,DRY,0.13,0.19,2019
188,CTL,,0.1,0.19,2019
188,BFL,,0.1,0.19,2019
188,PGS,,0.29,0.19,2019
188,SHP,,0.13,0.19,2019
188,GTS,,0.13,0.19,2019
188,CML,,0.21,0.19,2019
188,CHK,LAY,0.39,0.19,2019
188,CHK,BRL,0.36,0.19,2019
231,CTL,DRY,0.13,0.19,2019
231,CTL,,0.1,0.19,2019
231,BFL,,0.1,0.19,2019
231,PGS,,0.29,0.19,2019
231,SHP,,0.13,0.19,2019
231,GTS,,0.13,0.19,2019
231,CML,,0.21,0.19,2019
231,CHK,LAY,0.39,0.19,2019
231,CHK,BRL,0.36,0.19,2019
9,CTL,DRY,0.13,0.19,2019
9,CTL,,0.1,0.19,2019
9,BFL,,0.1,0.19,2019
9,PGS,,0.29,0.19,2019
9,SHP,,0.13,0.19,2019
9,GTS,,0.13,0.19,2019
9,CML,,0.21,0.19,2019
9,CHK,LAY,0.39,0.19,2019
9,CHK,BRL,0.36,0.19,2019
11,CTL,DRY,0.13,0.19,2019
11,CTL,,0.1,0.19,2019
11,BFL,,0.1,0.19,2019
11,PGS,,0.29,0.19,2019
11,SHP,,0.13,0.19,2019
11,GTS,,0.13,0.19,2019
11,CML,,0.21,0.19,2019
11,CHK,LAY,0.39,0.19,2019
11,CHK,BRL,0.36,0.19,2019
12,CTL,DRY,0.13,0.19,2019
12,CTL,,0.1,0.19,2019
12,BFL,,0.1,0.19,2019
12,PGS,,0.29,0.19,2019
12,SHP,,0.13,0.19,2019
12,GTS,,0.13,0.19,2019
12,CML,,0.21,0.19,2019
12,CHK,LAY,0.39,0.19,2019
12,CHK,BRL,0.36,0.19,2019
14,CTL,DRY,0.13,0.19,2019
14,CTL,,0.1,0.19,2019
14,BFL,,0.1,0.19,2019
14,PGS,,0.29,0.19,2019
14,SHP,,0.13,0.19,2019
14,GTS,,0.13,0.19,2019
14,CML,,0.21,0.19,2019
14,CHK,LAY,0.39,0.19,2019
14,CHK,BRL,0.36,0.19,2019
20,CTL,DRY,0.13,0.19,2019
20,CTL,,0.1,0.19,2019
20,BFL,,0.1,0.19,2019
20,PGS,,0.29,0.19,2019
20,SHP,,0.13,0.19,2019
20,GTS,,0.13,0.19,2019
20,CML,,0.21,0.19,2019
20,CHK,LAY,0.39,0.19,2019
20,CHK,BRL,0.36,0.19,2019
24,CTL,DRY,0.13,0.19,2019
24,CTL,,0.1,0.19,2019
24,BFL,,0.1,0.19,2019
24,PGS,,0.29,0.19,2019
24,SHP,,0.13,0.19,2019
24,GTS,,0.13,0.19,2019
24,CML,,0.21,0.19,2019
24,CHK,LAY,0.39,0.19,2019
24,CHK,BRL,0.36,0.19,2019
28,CTL,DRY,0.13,0.19,2019
28,CTL,,0.1,0.19,2019
28,BFL,,0.1,0.19,2019
28,PGS,,0.29,0.19,2019
28,SHP,,0.13,0.19,2019
28,GTS,,0.13,0.19,2019
28,CML,,0.21,0.19,2019
28,CHK,LAY,0.39,0.19,2019
28,CHK,BRL,0.36,0.19,2019
33,CTL,DRY,0.13,0.19,2019
33,CTL,,0.1,0.19,2019
33,BFL,,0.1,0.19,2019
33,PGS,,0.29,0.19,2019
33,SHP,,0.13,0.19,2019
33,GTS,,0.13,0.19,2019
33,CML,,0.21,0.19,2019
33,CHK,LAY,0.39,0.19,2019
33,CHK,BRL,0.36,0.19,2019
37,CTL,DRY,0.13,0.19,2019
37,CTL,,0.1,0.19,2019
37,BFL,,0.1,0.19,2019
37,PGS,,0.29,0.19,2019
37,SHP,,0.13,0.19,2019
37,GTS,,0.13,0.19,2019
37,CML,,0.21,0.19,2019
37,CHK,LAY,0.39,0.19,2019
37,CHK,BRL,0.36,0.19,2019
39,CTL,DRY,0.13,0.19,2019
39,CTL,,0.1,0.19,2019
39,BFL,,0.1,0.19,2019
39,PGS,,0.29,0.19,2019
39,SHP,,0.13,0.19,2019
39,GTS,,0.13,0.19,2019
39,CML,,0.21,0.19,2019
39,CHK,LAY,0.39,0.19,2019
39,CHK,BRL,0.36,0.19,2019
48,CTL,DRY,0.13,0.19,2019
48,CTL,,0.1,0.19,2019
48,BFL,,0.1,0.19,2019
48,PGS,,0.29,0.19,2019
48,SHP,,0.13,0.19,2019
48,GTS,,0.13,0.19,2019
48,CML,,0.21,0.19,2019
48,CHK,LAY,0.39,0.19,2019
48,CHK,BRL,0.36,0.19,2019
51,CTL,DRY,0.13,0.19,2019
51,CTL,,0.1,0.19,2019
51,BFL,,0.1,0.19,2019
51,PGS,,0.29,0.19,2019
51,SHP,,0.13,0.19,2019
51,GTS,,0.13,0.19,2019
51,CML,,0.21,0.19,2019
51,CHK,LAY,0.39,0.19,2019
51,CHK,BRL,0.36,0.19,2019
55,CTL,DRY,0.13,0.19,2019
55,CTL,,0.1,0.19,2019
55,BFL,,0.1,0.19,2019
55,PGS,,0.29,0.19,2019
55,SHP,,0.13,0.19,2019
55,GTS,,0.13,0.19,2019
55,CML,,0.21,0.19,2019
55,CHK,LAY,0.39,0.19,2019
55,CHK,BRL,0.36,0.19,2019
57,CTL,DRY,0.13,0.19,2019
57,CTL,,0.1,0.19,2019
57,BFL,,0.1,0.19,2019
57,PGS,,0.29,0.19,2019
57,SHP,,0.13,0.19,2019
57,GTS,,0.13,0.19,2019
57,CML,,0.21,0.19,2019
57,CHK,LAY,0.39,0.19,2019
57,CHK,BRL,0.36,0.19,2019
61,CTL,DRY,0.13,0.19,2019
61,CTL,,0.1,0.19,2019
61,BFL,,0.1,0.19,2019
61,PGS,,0.29,0.19,2019
61,SHP,,0.13,0.19,2019
61,GTS,,0.13,0.19,2019
61,CML,,0.21,0.19,2019
61,CHK,LAY,0.39,0.19,2019
61,CHK,BRL,0.36,0.19,2019
63,CTL,DRY,0.13,0.19,2019
63,CTL,,0.1,0.19,2019
63,BFL,,0.1,0.19,2019
63,PGS,,0.29,0.19,2019
63,SHP,,0.13,0.19,2019
63,GTS,,0.13,0.19,2019
63,CML,,0.21,0.19,2019
63,CHK,LAY,0.39,0.19,2019
63,CHK,BRL,0.36,0.19,2019
71,CTL,DRY,0.13,0.19,2019
71,CTL,,0.1,0.19,2019
71,BFL,,0.1,0.19,2019
71,PGS,,0.29,0.19,2019
71,SHP,,0.13,0.19,2019
71,GTS,,0.13,0.19,2019
71,CML,,0.21,0.19,2019
71,CHK,LAY,0.39,0.19,2019
71,CHK,BRL,0.36,0.19,2019
72,CTL,DRY,0.13,0.19,2019
72,CTL,,0.1,0.19,2019
72,BFL,,0.1,0.19,2019
72,PGS,,0.29,0.19,2019
72,SHP,,0.13,0.19,2019
72,GTS,,0.13,0.19,2019
72,CML,,0.21,0.19,2019
72,CHK,LAY,0.39,0.19,2019
72,CHK,BRL,0.36,0.19,2019
73,CTL,DRY,0.13,0.19,2019
73,CTL,,0.1,0.19,2019
73,BFL,,0.1,0.19,2019
73,PGS,,0.29,0.19,2019
73,SHP,,0.13,0.19,2019
73,GTS,,0.13,0.19,2019
73,CML,,0.21,0.19,2019
73,CHK,LAY,0.39,0.19,2019
73,CHK,BRL,0.36,0.19,2019
75,CTL,DRY,0.13,0.19,2019
75,CTL,,0.1,0.19,2019
75,BFL,,0.1,0.19,2019
75,PGS,,0.29,0.19,2019
75,SHP,,0.13,0.19,2019
75,GTS,,0.13,0.19,2019
75,CML,,0.21,0.19,2019
75,CHK,LAY,0.39,0.19,2019
75,CHK,BRL,0.36,0.19,2019
81,CTL,DRY,0.13,0.19,2019
81,CTL,,0.1,0.19,2019
81,BFL,,0.1,0.19,2019
81,PGS,,0.29,0.19,2019
81,SHP,,0.13,0.19,2019
81,GTS,,0.13,0.19,2019
81,CML,,0.21,0.19,2019
81,CHK,LAY,0.39,0.19,2019
81,CHK,BRL,0.36,0.19,2019
86,CTL,DRY,0.13,0.19,2019
86,CTL,,0.1,0.19,2019
86,BFL,,0.1,0.19,2019
86,PGS,,0.29,0.19,2019
86,SHP,,0.13,0.19,2019
86,GTS,,0.13,0.19,2019
86,CML,,0.21,0.19,2019
86,CHK,LAY,0.39,0.19,2019
86,CHK,BRL,0.36,0.19,2019
99,CTL,DRY,0.13,0.19,2019
99,CTL,,0.1,0.19,2019
99,BFL,,0.1,0.19,2019
99,PGS,,0.29,0.19,2019
99,SHP,,0.13,0.19,2019
99,GTS,,0.13,0.19,2019
99,CML,,0.21,0.19,2019
99,CHK,LAY,0.39,0.19,2019
99,CHK,BRL,0.36,0.19,2019
100,CTL,DRY,0.13,0.19,2019
100,CTL,,0.1,0.19,2019
100,BFL,,0.1,0.19,2019
100,PGS,,0.29,0.19,2019
100,SHP,,0.13,0.19,2019
100,GTS,,0.13,0.19,2019
100,CML,,0.21,0.19,2019
100,CHK,LAY,0.39,0.19,2019
100,CHK,BRL,0.36,0.19,2019
103,CTL,DRY,0.13,0.19,2019
103,CTL,,0.1,0.19,2019
103,BFL,,0.1,0.19,2019
103,PGS,,0.29,0.19,2019
103,SHP,,0.13,0.19,2019
103,GTS,,0.13,0.19,2019
103,CML,,0.21,0.19,2019
103,CHK,LAY,0.39,0.19,2019
103,CHK,BRL,0.36,0.19,2019
107,CTL,DRY,0.13,0.19,2019
107,CTL,,0.1,0.19,2019
107,BFL,,0.1,0.19,2019
107,PGS,,0.29,0.19,2019
107,SHP,,0.13,0.19,2019
107,GTS,,0.13,0.19,2019
107,CML,,0.21,0.19,2019
107,CHK,LAY,0.39,0.19,2019
107,CHK,BRL,0.36,0.19,2019
108,CTL,DRY,0.13,0.19,2019
108,CTL,,0.1,0.19,2019
108,BFL,,0.1,0.19,2019
108,PGS,,0.29,0.19,2019
108,SHP,,0.13,0.19,2019
108,GTS,,0.13,0.19,2019
108,CML,,0.21,0.19,2019
108,CHK,LAY,0.39,0.19,2019
108,CHK,BRL,0.36,0.19,2019
111,CTL,DRY,0.13,0.19,2019
111,CTL,,0.1,0.19,2019
111,BFL,,0.1,0.19,2019
111,PGS,,0.29,0.19,2019
111,SHP,,0.13,0.19,2019
111,GTS,,0.13,0.19,2019
111,CML,,0.21,0.19,2019
111,CHK,LAY,0.39,0.19,2019
111,CHK,BRL,0.36,0.19,2019
123,CTL,DRY,0.13,0.19,2019
123,CTL,,0.1,0.19,2019
123,BFL,,0.1,0.19,2019
123,PGS,,0.29,0.19,2019
123,SHP,,0.13,0.19,2019
123,GTS,,0.13,0.19,2019
123,CML,,0.21,0.19,2019
123,CHK,LAY,0.39,0.19,2019
123,CHK,BRL,0.36,0.19,2019
158,CTL,DRY,0.13,0.19,2019
158,CTL,,0.1,0.19,2019
158,BFL,,0.1,0.19,2019
158,PGS,,0.29,0.19,2019
158,SHP,,0.13,0.19,2019
158,GTS,,0.13,0.19,2019
158,CML,,0.21,0.19,2019
158,CHK,LAY,0.39,0.19,2019
158,CHK,BRL,0.36,0.19,2019
162,CTL,DRY,0.13,0.19,2019
162,CTL,,0.1,0.19,2019
162,BFL,,0.1,0.19,2019
162,PGS,,0.29,0.19,2019
162,SHP,,0.13,0.19,2019
162,GTS,,0.13,0.19,2019
162,CML,,0.21,0.19,2019
162,CHK,LAY,0.39,0.19,2019
162,CHK,BRL,0.36,0.19,2019
168,CTL,DRY,0.13,0.19,2019
168,CTL,,0.1,0.19,2019
168,BFL,,0.1,0.19,2019
168,PGS,,0.29,0.19,2019
168,SHP,,0.13,0.19,2019
168,GTS,,0.13,0.19,2019
168,CML,,0.21,0.19,2019
168,CHK,LAY,0.39,0.19,2019
168,CHK,BRL,0.36,0.19,2019
176,CTL,DRY,0.13,0.19,2019
176,CTL,,0.1,0.19,2019
176,BFL,,0.1,0.19,2019
176,PGS,,0.29,0.19,2019
176,SHP,,0.13,0.19,2019
176,GTS,,0.13,0.19,2019
176,CML,,0.21,0.19,2019
176,CHK,LAY,0.39,0.19,2019
176,CHK,BRL,0.36,0.19,2019
180,CTL,DRY,0.13,0.19,2019
180,CTL,,0.1,0.19,2019
180,BFL,,0.1,0.19,2019
180,PGS,,0.29,0.19,2019
180,SHP,,0.13,0.19,2019
180,GTS,,0.13,0.19,2019
180,CML,,0.21,0.19,2019
180,CHK,LAY,0.39,0.19,2019
180,CHK,BRL,0.36,0.19,2019
191,CTL,DRY,0.13,0.19,2019
191,CTL,,0.1,0.19,2019
191,BFL,,0.1,0.19,2019
191,PGS,,0.29,0.19,2019
191,SHP,,0.13,0.19,2019
191,GTS,,0.13,0.19,2019
191,CML,,0.21,0.19,2019
191,CHK,LAY,0.39,0.19,2019
191,CHK,BRL,0.36,0.19,2019
194,CTL,DRY,0.13,0.19,2019
194,CTL,,0.1,0.19,2019
194,BFL,,0.1,0.19,2019
194,PGS,,0.29,0.19,2019
194,SHP,,0.13,0.19,2019
194,GTS,,0.13,0.19,2019
194,CML,,0.21,0.19,2019
194,CHK,LAY,0.39,0.19,2019
194,CHK,BRL,0.36,0.19,2019
195,CTL,DRY,0.13,0.19,2019
195,CTL,,0.1,0.19,2019
195,BFL,,0.1,0.19,2019
195,PGS,,0.29,0.19,2019
195,SHP,,0.13,0.19,2019
195,GTS,,0.13,0.19,2019
195,CML,,0.21,0.19,2019
195,CHK,LAY,0.39,0.19,2019
195,CHK,BRL,0.36,0.19,2019
200,CTL,DRY,0.13,0.19,2019
200,CTL,,0.1,0.19,2019
200,BFL,,0.1,0.19,2019
200,PGS,,0.29,0.19,2019
200,SHP,,0.13,0.19,2019
200,GTS,,0.13,0.19,2019
200,CML,,0.21,0.19,2019
200,CHK,LAY,0.39,0.19,2019
200,CHK,BRL,0.36,0.19,2019
208,CTL,DRY,0.13,0.19,2019
208,CTL,,0.1,0.19,2019
208,BFL,,0.1,0.19,2019
208,PGS,,0.29,0.19,2019
208,SHP,,0.13,0.19,2019
208,GTS,,0.13,0.19,2019
208,CML,,0.21,0.19,2019
208,CHK,LAY,0.39,0.19,2019
208,CHK,BRL,0.36,0.19,2019
209,CTL,DRY,0.13,0.19,2019
209,CTL,,0.1,0.19,2019
209,BFL,,0.1,0.19,2019
209,PGS,,0.29,0.19,2019
209,SHP,,0.13,0.19,2019
209,GTS,,0.13,0.19,2019
209,CML,,0.21,0.19,2019
209,CHK,LAY,0.39,0.19,2019
209,CHK,BRL,0.36,0.19,2019
211,CTL,DRY,0.13,0.19,2019
211,CTL,,0.1,0.19,2019
211,BFL,,0.1,0.19,2019
211,PGS,,0.29,0.19,2019
211,SHP,,0.13,0.19,2019
211,GTS,,0.13,0.19,2019
211,CML,,0.21,0.19,2019
211,CHK,LAY,0.39,0.19,2019
211,CHK,BRL,0.36,0.19,2019
233,CTL,DRY,0.13,0.19,2019
233,CTL,,0.1,0.19,2019
233,BFL,,0.1,0.19,2019
233,PGS,,0.29,0.19,2019
233,SHP,,0.13,0.19,2019
233,GTS,,0.13,0.19,2019
233,CML,,0.21,0.19,2019
233,CHK,LAY,0.39,0.19,2019
233,CHK,BRL,0.36,0.19,2019
246,CTL,DRY,0.13,0.19,2019
246,CTL,,0.1,0.19,2019
246,BFL,,0.1,0.19,2019
246,PGS,,0.29,0.19,2019
246,SHP,,0.13,0.19,2019
246,GTS,,0.13,0.19,2019
246,CML,,0.21,0.19,2019
246,CHK,LAY,0.39,0.19,2019
246,CHK,BRL,0.36,0.19,2019
251,CTL,DRY,0.13,0.19,2019
251,CTL,,0.1,0.19,2019
251,BFL,,0.1,0.19,2019
251,PGS,,0.29,0.19,2019
251,SHP,,0.13,0.19,2019
251,GTS,,0.13,0.19,2019
251,CML,,0.21,0.19,2019
251,CHK,LAY,0.39,0.19,2019
251,CHK,BRL,0.36,0.19,2019
258,CTL,DRY,0.13,0.19,2019
258,CTL,,0.1,0.19,2019
258,BFL,,0.1,0.19,2019
258,PGS,,0.29,0.19,2019
258,SHP,,0.13,0.19,2019
258,GTS,,0.13,0.19,2019
258,CML,,0.21,0.19,2019
258,CHK,LAY,0.39,0.19,2019
258,CHK,BRL,0.36,0.19,2019
260,CTL,DRY,0.13,0.19,2019
260,CTL,,0.1,0.19,2019
260,BFL,,0.1,0.19,2019
260,PGS,,0.29,0.19,2019
260,SHP,,0.13,0.19,2019
260,GTS,,0.13,0.19,2019
260,CML,,0.21,0.19,2019
260,CHK,LAY,0.39,0.19,2019
260,CHK,BRL,0.36,0.19,2019
263,CTL,DRY,0.13,0.19,2019
263,CTL,,0.1,0.19,2019
263,BFL,,0.1,0.19,2019
263,PGS,,0.29,0.19,2019
263,SHP,,0.13,0.19,2019
263,GTS,,0.13,0.19,2019
263,CML,,0.21,0.19,2019
263,CHK,LAY,0.39,0.19,2019
263,CHK,BRL,0.36,0.19,2019
30,CTL,DRY,0.24,0.19,2019
30,CTL,,0.19,0.19,2019
30,BFL,,0.1,0.19,2019
30,PGS,,0.48,0.19,2019
30,SHP,,0.19,0.19,2019
30,GTS,,0.18,0.19,2019
30,CML,,0.26,0.19,2019
30,CHK,LAY,0.39,0.19,2019
30,CHK,BRL,0.36,0.19,2019
46,CTL,DRY,0.24,0.19,2019
46,CTL,,0.19,0.19,2019
46,BFL,,0.1,0.19,2019
46,PGS,,0.48,0.19,2019
46,SHP,,0.19,0.19,2019
46,GTS,,0.18,0.19,2019
46,CML,,0.26,0.19,2019
46,CHK,LAY,0.39,0.19,2019
46,CHK,BRL,0.36,0.19,2019
98,CTL,DRY,0.24,0.19,2019
98,CTL,,0.19,0.19,2019
98,BFL,,0.1,0.19,2019
98,PGS,,0.48,0.19,2019
98,SHP,,0.19,0.19,2019
98,GTS,,0.18,0.19,2019
98,CML,,0.26,0.19,2019
98,CHK,LAY,0.39,0.19,2019
98,CHK,BRL,0.36,0.19,2019
134,CTL,DRY,0.24,0.19,2019
134,CTL,,0.19,0.19,2019
134,BFL,,0.1,0.19,2019
134,PGS,,0.48,0.19,2019
134,SHP,,0.19,0.19,2019
134,GTS,,0.18,0.19,2019
134,CML,,0.26,0.19,2019
134,CHK,LAY,0.39,0.19,2019
134,CHK,BRL,0.36,0.19,2019
164,CTL,DRY,0.24,0.19,2019
164,CTL,,0.19,0.19,2019
164,BFL,,0.1,0.19,2019
164,PGS,,0.48,0.19,2019
164,SHP,,0.19,0.19,2019
164,GTS,,0.18,0.19,2019
164,CML,,0.26,0.19,2019
164,CHK,LAY,0.39,0.19,2019
164,CHK,BRL,0.36,0.19,2019
210,CTL,DRY,0.24,0.19,2019
210,CTL,,0.19,0.19,2019
210,BFL,,0.1,0.19,2019
210,PGS,,0.48,0.19,2019
210,SHP,,0.19,0.19,2019
210,GTS,,0.18,0.19,2019
210,CML,,0.26,0.19,2019
210,CHK,LAY,0.39,0.19,2019
210,CHK,BRL,0.36,0.19,2019
259,CTL,DRY,0.24,0.19,2019
259,CTL,,0.19,0.19,2019
259,BFL,,0.1,0.19,2019
259,PGS,,0.48,0.19,2019
259,SHP,,0.19,0.19,2019
259,GTS,,0.18,0.19,2019
259,CML,,0.26,0.19,2019
259,CHK,LAY,0.39,0.19,2019
259,CHK,BRL,0.36,0.19,2019
5,CTL,DRY,0.24,0.19,2019
5,CTL,,0.17,0.19,2019
5,BFL,,0.1,0.19,2019
5,PGS,,0.45,0.19,2019
5,SHP,,0.19,0.19,2019
5,GTS,,0.18,0.19,2019
5,CML,,0.26,0.19,2019
5,CHK,LAY,0.39,0.19,2019
5,CHK,BRL,0.36,0.19,2019
17,CTL,DRY,0.24,0.19,2019
17,CTL,,0.17,0.19,2019
17,BFL,,0.1,0.19,2019
17,PGS,,0.45,0.19,2019
17,SHP,,0.19,0.19,2019
17,GTS,,0.18,0.19,2019
17,CML,,0.26,0.19,2019
17,CHK,LAY,0.39,0.19,2019
17,CHK,BRL,0.36,0.19,2019
60,CTL,DRY,0.24,0.19,2019
60,CTL,,0.17,0.19,2019
60,BFL,,0.1,0.19,2019
60,PGS,,0.45,0.19,2019
60,SHP,,0.19,0.19,2019
60,GTS,,0.18,0.19,2019
60,CML,,0.26,0.19,2019
60,CHK,LAY,0.39,0.19,2019
60,CHK,BRL,0.36,0.19,2019
83,CTL,DRY,0.24,0.19,2019
83,CTL,,0.17,0.19,2019
83,BFL,,0.1,0.19,2019
83,PGS,,0.45,0.19,2019
83,SHP,,0.19,0.19,2019
83,GTS,,0.18,0.19,2019
83,CML,,0.26,0.19,2019
83,CHK,LAY,0.39,0.19,2019
83,CHK,BRL,0.36,0.19,2019
87,CTL,DRY,0.24,0.19,2019
87,CTL,,0.17,0.19,2019
87,BFL,,0.1,0.19,2019
87,PGS,,0.45,0.19,2019
87,SHP,,0.19,0.19,2019
87,GTS,,0.18,0.19,2019
87,CML,,0.26,0.19,2019
87,CHK,LAY,0.39,0.19,2019
87,CHK,BRL,0.36,0.19,2019
101,CTL,DRY,0.24,0.19,2019
101,CTL,,0.17,0.19,2019
101,BFL,,0.1,0.19,2019
101,PGS,,0.45,0.19,2019
101,SHP,,0.19,0.19,2019
101,GTS,,0.18,0.19,2019
101,CML,,0.26,0.19,2019
101,CHK,LAY,0.39,0.19,2019
101,CHK,BRL,0.36,0.19,2019
135,CTL,DRY,0.24,0.19,2019
135,CTL,,0.17,0.19,2019
135,BFL,,0.1,0.19,2019
135,PGS,,0.45,0.19,2019
135,SHP,,0.19,0.19,2019
135,GTS,,0.18,0.19,2019
135,CML,,0.26,0.19,2019
135,CHK,LAY,0.39,0.19,2019
135,CHK,BRL,0.36,0.19,2019
157,CTL,DRY,0.24,0.19,2019
157,CTL,,0.17,0.19,2019
157,BFL,,0.1,0.19,2019
157,PGS,,0.45,0.19,2019
157,SHP,,0.19,0.19,2019
157,GTS,,0.18,0.19,2019
157,CML,,0.26,0.19,2019
