Animal_short,fracgaspasture,fracgasdaily,fracgassolid,fracgassolidcov,fracgassolidbulk,fracgassolidadd,fracgasdrylot,fracgaspit1,fracgaspit3,fracgaspit4,fracgaspit6,fracgaspit12,fracgasliquid1,fracgasliquid3,fracgasliquid4,fracgasliquid6,fracgasliquid12,fracgasliquidnatcov1,fracgasliquidnatcov3,fracgasliquidnatcov4,fracgasliquidnatcov6,fracgasliquidnatcov12,fracgasliquidsolcov1,fracgasliquidsolcov3,fracgasliquidsolcov4,fracgasliquidsolcov6,fracgasliquidsolcov12,fracgaslagoon,fracgasbiogaslowleak1,fracgasbiogaslowleak2,fracgasbiogaslowleak3,fracgasbiogashighleak1,fracgasbiogashighleak2,fracgasbiogashighleak3,fracgasburned,fracgasdeepnomix2,fracgasdeepnomix1,fracgasdeepmix2,fracgasdeepmix1,fracgascompostves,fracgascompoststat,fracgascompostint,fracgascompostpass,fracgaslitter,fracgasnolitter,fracgasareobic,fracgasaerproc,HerdType_short,ADM0_CODE
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,49
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,49
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,49
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,49
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,49
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,49
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,50
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,50
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,50
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,50
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,50
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,50
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,50
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,50
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,51
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,51
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,51
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,51
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,51
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,51
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,51
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,51
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,52
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,52
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,52
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,52
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,52
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,52
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,52
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,52
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,54
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,54
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,54
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,54
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,54
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,54
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,54
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,54
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,55
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,55
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,55
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,55
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,55
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,55
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,55
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,55
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,56
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,56
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,56
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,56
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,56
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,56
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,56
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,56
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,57
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,57
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,57
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,57
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,57
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,57
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,57
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,57
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,58
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,58
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,58
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,58
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,58
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,58
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,58
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,58
