herd_id	species_short	cohort_short	nondemo_productive_phase_id	feed_name	feed_id	feed_ration_fraction
10	"PGS"	"FN"	2	"Cake of Sunflower seed"	"F214"	0.08
10	"PGS"	"FN"	2	"Cake of Cottonseed"	"F221"	0.01
10	"PGS"	"FN"	2	"Bran of Maize"	"F311"	0.01
10	"PGS"	"FN"	2	"Maize (corn)"	"F5"	0.1
10	"PGS"	"FN"	2	"Banana stems"	"F53"	0.1
10	"PGS"	"FN"	2	"Banana fruit"	"F54"	0.1
10	"PGS"	"FN"	2	"Rice"	"F7"	0.02
10	"PGS"	"FN"	2	"Sorghum"	"F9"	0.02
10	"PGS"	"FN"	2	"Cassava, fresh"	"F96"	0.08
10	"PGS"	"FS"	NA	"Fresh grass, natural pastures"	"F1"	0.02
10	"PGS"	"FS"	NA	"Beans, straw"	"F109"	0.2
10	"PGS"	"FS"	NA	"Beans, dry"	"F110"	0.03
10	"PGS"	"FS"	NA	"Sugar cane, tops"	"F132"	0.1
10	"PGS"	"FS"	NA	"Millet"	"F17"	0.01
10	"PGS"	"FS"	NA	"Wheat, straw"	"F2"	0.02
10	"PGS"	"FS"	NA	"Cake of Soya beans"	"F210"	0.1
10	"PGS"	"FS"	NA	"Cake of Sunflower seed"	"F214"	0.08
10	"PGS"	"FS"	NA	"Cake of Cottonseed"	"F221"	0.01
10	"PGS"	"FS"	NA	"Bran of Maize"	"F311"	0.01
10	"PGS"	"FS"	NA	"Maize (corn)"	"F5"	0.1
10	"PGS"	"FS"	NA	"Banana stems"	"F53"	0.1
10	"PGS"	"FS"	NA	"Banana fruit"	"F54"	0.1
10	"PGS"	"FS"	NA	"Rice"	"F7"	0.02
10	"PGS"	"FS"	NA	"Sorghum"	"F9"	0.02
10	"PGS"	"FS"	NA	"Cassava, fresh"	"F96"	0.08
10	"PGS"	"MA"	NA	"Fresh grass, natural pastures"	"F1"	0.02
10	"PGS"	"MA"	NA	"Beans, straw"	"F109"	0.2
10	"PGS"	"MA"	NA	"Beans, dry"	"F110"	0.03
10	"PGS"	"MA"	NA	"Sugar cane, tops"	"F132"	0.1
10	"PGS"	"MA"	NA	"Millet"	"F17"	0.01
10	"PGS"	"MA"	NA	"Wheat, straw"	"F2"	0.02
10	"PGS"	"MA"	NA	"Cake of Soya beans"	"F210"	0.1
10	"PGS"	"MA"	NA	"Cake of Sunflower seed"	"F214"	0.08
10	"PGS"	"MA"	NA	"Cake of Cottonseed"	"F221"	0.01
10	"PGS"	"MA"	NA	"Bran of Maize"	"F311"	0.01
10	"PGS"	"MA"	NA	"Maize (corn)"	"F5"	0.1
10	"PGS"	"MA"	NA	"Banana stems"	"F53"	0.1
10	"PGS"	"MA"	NA	"Banana fruit"	"F54"	0.1
10	"PGS"	"MA"	NA	"Rice"	"F7"	0.02
10	"PGS"	"MA"	NA	"Sorghum"	"F9"	0.02
10	"PGS"	"MA"	NA	"Cassava, fresh"	"F96"	0.08
10	"PGS"	"MJ"	NA	"Raw milk of pig"	"F345"	1
10	"PGS"	"MN"	1	"Fresh grass, natural pastures"	"F1"	0.02
10	"PGS"	"MN"	1	"Beans, straw"	"F109"	0.2
10	"PGS"	"MN"	1	"Beans, dry"	"F110"	0.03
10	"PGS"	"MN"	1	"Sugar cane, tops"	"F132"	0.1
10	"PGS"	"MN"	1	"Millet"	"F17"	0.01
10	"PGS"	"MN"	1	"Wheat, straw"	"F2"	0.02
10	"PGS"	"MN"	1	"Cake of Soya beans"	"F210"	0.1
10	"PGS"	"MN"	1	"Cake of Sunflower seed"	"F214"	0.08
10	"PGS"	"MN"	1	"Cake of Cottonseed"	"F221"	0.01
10	"PGS"	"MN"	1	"Bran of Maize"	"F311"	0.01
10	"PGS"	"MN"	1	"Maize (corn)"	"F5"	0.1
10	"PGS"	"MN"	1	"Banana stems"	"F53"	0.1
10	"PGS"	"MN"	1	"Banana fruit"	"F54"	0.1
10	"PGS"	"MN"	1	"Rice"	"F7"	0.02
10	"PGS"	"MN"	1	"Sorghum"	"F9"	0.02
10	"PGS"	"MN"	1	"Cassava, fresh"	"F96"	0.08
10	"PGS"	"MN"	2	"Fresh grass, natural pastures"	"F1"	0.02
10	"PGS"	"MN"	2	"Beans, straw"	"F109"	0.2
10	"PGS"	"MN"	2	"Beans, dry"	"F110"	0.03
10	"PGS"	"MN"	2	"Sugar cane, tops"	"F132"	0.1
10	"PGS"	"MN"	2	"Millet"	"F17"	0.01
10	"PGS"	"MN"	2	"Wheat, straw"	"F2"	0.02
10	"PGS"	"MN"	2	"Cake of Soya beans"	"F210"	0.1
10	"PGS"	"MN"	2	"Cake of Sunflower seed"	"F214"	0.08
10	"PGS"	"MN"	2	"Cake of Cottonseed"	"F221"	0.01
10	"PGS"	"MN"	2	"Bran of Maize"	"F311"	0.01
10	"PGS"	"MN"	2	"Maize (corn)"	"F5"	0.1
10	"PGS"	"MN"	2	"Banana stems"	"F53"	0.1
10	"PGS"	"MN"	2	"Banana fruit"	"F54"	0.1
10	"PGS"	"MN"	2	"Rice"	"F7"	0.02
10	"PGS"	"MN"	2	"Sorghum"	"F9"	0.02
10	"PGS"	"MN"	2	"Cassava, fresh"	"F96"	0.08
10	"PGS"	"MS"	NA	"Fresh grass, natural pastures"	"F1"	0.02
10	"PGS"	"MS"	NA	"Beans, straw"	"F109"	0.2
10	"PGS"	"MS"	NA	"Beans, dry"	"F110"	0.03
10	"PGS"	"MS"	NA	"Sugar cane, tops"	"F132"	0.1
10	"PGS"	"MS"	NA	"Millet"	"F17"	0.01
10	"PGS"	"MS"	NA	"Wheat, straw"	"F2"	0.02
10	"PGS"	"MS"	NA	"Cake of Soya beans"	"F210"	0.1
10	"PGS"	"MS"	NA	"Cake of Sunflower seed"	"F214"	0.08
10	"PGS"	"MS"	NA	"Cake of Cottonseed"	"F221"	0.01
10	"PGS"	"MS"	NA	"Bran of Maize"	"F311"	0.01
10	"PGS"	"MS"	NA	"Maize (corn)"	"F5"	0.1
10	"PGS"	"MS"	NA	"Banana stems"	"F53"	0.1
10	"PGS"	"MS"	NA	"Banana fruit"	"F54"	0.1
10	"PGS"	"MS"	NA	"Rice"	"F7"	0.02
10	"PGS"	"MS"	NA	"Sorghum"	"F9"	0.02
10	"PGS"	"MS"	NA	"Cassava, fresh"	"F96"	0.08
11	"CML"	"FA"	NA	"Fresh grass, natural pastures"	"F1"	0.8
11	"CML"	"FA"	NA	"Hay, from natural grasses"	"F147.1"	0.04
11	"CML"	"FA"	NA	"Cake of Cottonseed"	"F221"	0.09
11	"CML"	"FA"	NA	"Bran of Millet"	"F314"	0.07
11	"CML"	"FJ"	NA	"Raw milk of camel"	"F164"	1
11	"CML"	"FS"	NA	"Fresh grass, natural pastures"	"F1"	0.8
11	"CML"	"FS"	NA	"Hay, from natural grasses"	"F147.1"	0.04
11	"CML"	"FS"	NA	"Cake of Cottonseed"	"F221"	0.09
11	"CML"	"FS"	NA	"Bran of Millet"	"F314"	0.07
11	"CML"	"MA"	NA	"Fresh grass, natural pastures"	"F1"	0.8
11	"CML"	"MA"	NA	"Hay, from natural grasses"	"F147.1"	0.04
11	"CML"	"MA"	NA	"Cake of Cottonseed"	"F221"	0.09
11	"CML"	"MA"	NA	"Bran of Millet"	"F314"	0.07
11	"CML"	"MJ"	NA	"Raw milk of camel"	"F164"	1
11	"CML"	"MS"	NA	"Fresh grass, natural pastures"	"F1"	0.8
11	"CML"	"MS"	NA	"Hay, from natural grasses"	"F147.1"	0.04
11	"CML"	"MS"	NA	"Cake of Cottonseed"	"F221"	0.09
11	"CML"	"MS"	NA	"Bran of Millet"	"F314"	0.07
12	"CML"	"FA"	NA	"Hay, from cultivated grasses"	"F148"	0.46
12	"CML"	"FA"	NA	"Other grasses, for forage"	"F151"	0.5
12	"CML"	"FA"	NA	"Cake of Cottonseed"	"F221"	0.02
12	"CML"	"FA"	NA	"Bran of Wheat"	"F308"	0.02
12	"CML"	"FJ"	NA	"Raw milk of camel"	"F164"	1
12	"CML"	"FS"	NA	"Hay, from cultivated grasses"	"F148"	0.46
12	"CML"	"FS"	NA	"Other grasses, for forage"	"F151"	0.5
12	"CML"	"FS"	NA	"Cake of Cottonseed"	"F221"	0.02
12	"CML"	"FS"	NA	"Bran of Wheat"	"F308"	0.02
12	"CML"	"MA"	NA	"Hay, from cultivated grasses"	"F148"	0.46
12	"CML"	"MA"	NA	"Other grasses, for forage"	"F151"	0.5
12	"CML"	"MA"	NA	"Cake of Cottonseed"	"F221"	0.02
12	"CML"	"MA"	NA	"Bran of Wheat"	"F308"	0.02
12	"CML"	"MJ"	NA	"Raw milk of camel"	"F164"	1
12	"CML"	"MS"	NA	"Hay, from cultivated grasses"	"F148"	0.46
12	"CML"	"MS"	NA	"Other grasses, for forage"	"F151"	0.5
12	"CML"	"MS"	NA	"Cake of Cottonseed"	"F221"	0.02
12	"CML"	"MS"	NA	"Bran of Wheat"	"F308"	0.02
