herd_id,species_short,variable_name,commodity_name,commodity_type,allocation_share
12,CML,n2o_manure_pasture_indirect,Other,Non-Edible,1
12,CML,ch4_enteric,Work,Non-Edible,0.003576534
12,CML,ch4_manure_other,Work,Non-Edible,0.003576534
12,CML,ch4_ration_rice,Work,Non-Edible,0.003576534
12,CML,co2_ration_crop_activities,Work,Non-Edible,0.003576534
12,CML,co2_ration_fertilizer,Work,Non-Edible,0.003576534
12,CML,co2_ration_luc_nopeat,Work,Non-Edible,0.003576534
12,CML,co2_ration_luc_peat,Work,Non-Edible,0.003576534
12,CML,co2_ration_pesticides,Work,Non-Edible,0.003576534
12,CML,n2o_manure_other_direct,Work,Non-Edible,0.003576534
12,CML,n2o_manure_other_indirect,Work,Non-Edible,0.003576534
12,CML,n2o_ration_crop_residues,Work,Non-Edible,0.003576534
12,CML,n2o_ration_fertilizer,Work,Non-Edible,0.003576534
12,CML,n2o_ration_manure_applied,Work,Non-Edible,0.003576534
13,CHK,ch4_enteric,Eggs,Edible,0.387817504
13,CHK,ch4_manure_other,Eggs,Edible,0.387817504
13,CHK,ch4_ration_rice,Eggs,Edible,0.387817504
13,CHK,co2_ration_crop_activities,Eggs,Edible,0.387817504
13,CHK,co2_ration_fertilizer,Eggs,Edible,0.387817504
13,CHK,co2_ration_luc_nopeat,Eggs,Edible,0.387817504
13,CHK,co2_ration_luc_peat,Eggs,Edible,0.387817504
13,CHK,co2_ration_pesticides,Eggs,Edible,0.387817504
13,CHK,n2o_manure_other_direct,Eggs,Edible,0.387817504
13,CHK,n2o_manure_other_indirect,Eggs,Edible,0.387817504
13,CHK,n2o_ration_crop_residues,Eggs,Edible,0.387817504
13,CHK,n2o_ration_fertilizer,Eggs,Edible,0.387817504
13,CHK,n2o_ration_manure_applied,Eggs,Edible,0.387817504
13,CHK,ch4_enteric,Meat,Edible,0.612182496
13,CHK,ch4_manure_other,Meat,Edible,0.612182496
13,CHK,ch4_ration_rice,Meat,Edible,0.612182496
13,CHK,co2_ration_crop_activities,Meat,Edible,0.612182496
13,CHK,co2_ration_fertilizer,Meat,Edible,0.612182496
13,CHK,co2_ration_luc_nopeat,Meat,Edible,0.612182496
13,CHK,co2_ration_luc_peat,Meat,Edible,0.612182496
13,CHK,co2_ration_pesticides,Meat,Edible,0.612182496
13,CHK,n2o_manure_other_direct,Meat,Edible,0.612182496
13,CHK,n2o_manure_other_indirect,Meat,Edible,0.612182496
13,CHK,n2o_ration_crop_residues,Meat,Edible,0.612182496
13,CHK,n2o_ration_fertilizer,Meat,Edible,0.612182496
13,CHK,n2o_ration_manure_applied,Meat,Edible,0.612182496
13,CHK,ch4_manure_burned,Other,Non-Edible,1
13,CHK,ch4_manure_pasture,Other,Non-Edible,1
13,CHK,n2o_manure_burned_direct,Other,Non-Edible,1
13,CHK,n2o_manure_burned_indirect,Other,Non-Edible,1
13,CHK,n2o_manure_pasture_direct,Other,Non-Edible,1
13,CHK,n2o_manure_pasture_indirect,Other,Non-Edible,1
